 ATC code,Name,DDD,U,Adm.R,Note,href
J01CA09,azlocillin,12,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01CA&showdescription=no
J01CA10,mezlocillin,6,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01CA&showdescription=no
J01CA11,mecillinam,1.2,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01CA&showdescription=no
J01CA12,piperacillin,14,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01CA&showdescription=no
J01CA13,ticarcillin,15,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01CA&showdescription=no
J01CA14,metampicillin,1.5,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01CA&showdescription=no
J01CA14,,1.5,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01CA&showdescription=no
J01CA15,talampicillin,2,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01CA&showdescription=no
J01CA16,sulbenicillin,15,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01CA&showdescription=no
J01CA17,temocillin,4,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01CA&showdescription=no
J01CA18,hetacillin,2,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01CA&showdescription=no
J01CA19,aspoxicillin,4,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01CA&showdescription=no
J01CA20,combinations,,,,,https://www.whocc.no/atc_ddd_index/?code=J01CA&showdescription=no
J01CA51,"ampicillin, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=J01CA&showdescription=no
J01CE01,benzylpenicillin,3.6,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01CE&showdescription=no
J01CE02,phenoxymethylpenicillin,2,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01CE&showdescription=no
J01CE03,propicillin,0.9,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01CE&showdescription=no
J01CE04,azidocillin,1.5,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01CE&showdescription=no
J01CE05,pheneticillin,1,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01CE&showdescription=no
J01CE06,penamecillin,1.05,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01CE&showdescription=no
J01CE07,clometocillin,1,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01CE&showdescription=no
J01CE08,benzathine benzylpenicillin,3.6,g,P,Expressed as benzylpenicillin,https://www.whocc.no/atc_ddd_index/?code=J01CE&showdescription=no
J01CE09,procaine benzylpenicillin,0.6,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01CE&showdescription=no
J01CE10,benzathine phenoxymethylpenicillin,2,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01CE&showdescription=no
J01CE30,combinations,,,,,https://www.whocc.no/atc_ddd_index/?code=J01CE&showdescription=no
J01CF01,dicloxacillin,2,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01CF&showdescription=no
J01CF01,,2,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01CF&showdescription=no
J01CF02,cloxacillin,2,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01CF&showdescription=no
J01CF02,,2,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01CF&showdescription=no
J01CF03,meticillin,4,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01CF&showdescription=no
J01CF04,oxacillin,2,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01CF&showdescription=no
J01CF04,,2,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01CF&showdescription=no
J01CF05,flucloxacillin,2,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01CF&showdescription=no
J01CF05,,2,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01CF&showdescription=no
J01CF06,nafcillin,3,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01CF&showdescription=no
J01CG01,sulbactam,1,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01CG&showdescription=no
J01CG02,tazobactam,,,,,https://www.whocc.no/atc_ddd_index/?code=J01CG&showdescription=no
J01CR01,ampicillin and beta-lactamase inhibitor,6,g,P,Refers to ampicillin,https://www.whocc.no/atc_ddd_index/?code=J01CR&showdescription=no
J01CR02,amoxicillin and beta-lactamase inhibitor,1.5,g,O,Refers to amoxicillin,https://www.whocc.no/atc_ddd_index/?code=J01CR&showdescription=no
J01CR02,,3,g,P,Refers to amoxicillin,https://www.whocc.no/atc_ddd_index/?code=J01CR&showdescription=no
J01CR03,ticarcillin and beta-lactamase inhibitor,15,g,P,Refers to ticarcillin,https://www.whocc.no/atc_ddd_index/?code=J01CR&showdescription=no
J01CR04,sultamicillin,1.5,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01CR&showdescription=no
J01CR05,piperacillin and beta-lactamase inhibitor,14,g,P,Refers to piperacillin,https://www.whocc.no/atc_ddd_index/?code=J01CR&showdescription=no
J01CR50,combinations of penicillins,,,,,https://www.whocc.no/atc_ddd_index/?code=J01CR&showdescription=no
J01DB01,cefalexin,2,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no
J01DB02,cefaloridine,3,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no
J01DB03,cefalotin,4,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no
J01DB04,cefazolin,3,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no
J01DB05,cefadroxil,2,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no
J01DB06,cefazedone,3,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no
J01DB07,cefatrizine,1,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no
J01DB08,cefapirin,4,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no
J01DB09,cefradine,2,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no
J01DB09,,2,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no
J01DB10,cefacetrile,,,,,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no
J01DB11,cefroxadine,2.1,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no
J01DB12,ceftezole,3,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no
J01DC01,cefoxitin,6,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no
J01DC02,cefuroxime,0.5,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no
J01DC02,,3,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no
J01DC03,cefamandole,6,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no
J01DC04,cefaclor,1,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no
J01DC05,cefotetan,4,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no
J01DC06,cefonicid,1,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no
J01DC07,cefotiam,1.2,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no
J01DC07,,4,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no
J01DC08,loracarbef,0.6,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no
J01DC09,cefmetazole,4,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no
J01DC10,cefprozil,1,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no
J01DC11,ceforanide,4,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no
J01DC12,cefminox,4,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no
J01DC13,cefbuperazone,2,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no
J01DC14,flomoxef,2,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no
J01DD01,cefotaxime,4,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DD&showdescription=no
J01DD02,ceftazidime,4,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DD&showdescription=no
J01DD03,cefsulodin,4,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DD&showdescription=no
J01DD04,ceftriaxone,2,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DD&showdescription=no
J01DD05,cefmenoxime,2,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DD&showdescription=no
J01DD06,latamoxef,4,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DD&showdescription=no
J01DD07,ceftizoxime,4,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DD&showdescription=no
J01DD08,cefixime,0.4,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01DD&showdescription=no
J01DD09,cefodizime,2,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DD&showdescription=no
J01DD10,cefetamet,1,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01DD&showdescription=no
J01DD11,cefpiramide,2,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DD&showdescription=no
J01DD12,cefoperazone,4,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DD&showdescription=no
J01DD13,cefpodoxime,0.4,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01DD&showdescription=no
J01DD14,ceftibuten,0.4,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01DD&showdescription=no
J01DD15,cefdinir,0.6,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01DD&showdescription=no
J01DD16,cefditoren,0.4,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01DD&showdescription=no
J01DD17,cefcapene,0.45,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01DD&showdescription=no
J01DD18,cefteram,0.4,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01DD&showdescription=no
J01DD51,cefotaxime and beta-lactamase inhibitor,,,,,https://www.whocc.no/atc_ddd_index/?code=J01DD&showdescription=no
J01DD52,ceftazidime and beta-lactamase inhibitor,6,g,P,Refers to ceftazidime,https://www.whocc.no/atc_ddd_index/?code=J01DD&showdescription=no
J01DD54,"ceftriaxone, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=J01DD&showdescription=no
J01DD62,cefoperazone and beta-lactamase inhibitor,4,g,P,Refers to cefoperazone,https://www.whocc.no/atc_ddd_index/?code=J01DD&showdescription=no
J01DD63,ceftriaxone and beta-lactamase inhibitor,2,g,P,Refers to ceftriaxone,https://www.whocc.no/atc_ddd_index/?code=J01DD&showdescription=no
J01DD64,cefpodoxime and beta-lactamase inhibitor,0.4,g,O,Refers to cefpodoxime,https://www.whocc.no/atc_ddd_index/?code=J01DD&showdescription=no
J01DE01,cefepime,4,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DE&showdescription=no
J01DE02,cefpirome,4,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DE&showdescription=no
J01DE03,cefozopran,4,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DE&showdescription=no
J01DF01,aztreonam,0.225,g,Inhal.solution,,https://www.whocc.no/atc_ddd_index/?code=J01DF&showdescription=no
J01DF01,,4,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DF&showdescription=no
J01DF02,carumonam,2,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DF&showdescription=no
J01DH02,meropenem,3,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DH&showdescription=no
J01DH03,ertapenem,1,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DH&showdescription=no
J01DH04,doripenem,1.5,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DH&showdescription=no
J01DH05,biapenem,1.2,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DH&showdescription=no
J01DH06,tebipenem pivoxil,0.56,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01DH&showdescription=no
J01DH51,imipenem and cilastatin,2,g,P,Refers to imipenem,https://www.whocc.no/atc_ddd_index/?code=J01DH&showdescription=no
J01DH52,meropenem and vaborbactam,3,g,P,Refers to meropenem,https://www.whocc.no/atc_ddd_index/?code=J01DH&showdescription=no
J01DH55,panipenem and betamipron,2,g,P,Refers to panipenem,https://www.whocc.no/atc_ddd_index/?code=J01DH&showdescription=no
J01DH56,"imipenem, cilastatin and relebactam",2,g,P,Refers to imipenem,https://www.whocc.no/atc_ddd_index/?code=J01DH&showdescription=no
J01DI01,ceftobiprole medocaril,1.5,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DI&showdescription=no
J01DI02,ceftaroline fosamil,1.2,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DI&showdescription=no
J01DI03,faropenem,0.75,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01DI&showdescription=no
J01DI04,cefiderocol,,,,,https://www.whocc.no/atc_ddd_index/?code=J01DI&showdescription=no
J01DI54,ceftolozane and beta-lactamase inhibitor,3,g,P,Refers to ceftolozane,https://www.whocc.no/atc_ddd_index/?code=J01DI&showdescription=no
J01EA01,trimethoprim,0.4,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01EA&showdescription=no
J01EA01,,0.4,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01EA&showdescription=no
J01EA02,brodimoprim,0.2,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01EA&showdescription=no
J01EA03,iclaprim,,,,,https://www.whocc.no/atc_ddd_index/?code=J01EA&showdescription=no
J01EB01,sulfaisodimidine,4,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01EB&showdescription=no
J01EB01,,4,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01EB&showdescription=no
J01EB02,sulfamethizole,4,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01EB&showdescription=no
J01EB03,sulfadimidine,4,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01EB&showdescription=no
J01EB04,sulfapyridine,1,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01EB&showdescription=no
J01EB05,sulfafurazole,4,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01EB&showdescription=no
J01EB05,,4,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01EB&showdescription=no
J01EB06,sulfanilamide,,,,,https://www.whocc.no/atc_ddd_index/?code=J01EB&showdescription=no
J01EB07,sulfathiazole,,,,,https://www.whocc.no/atc_ddd_index/?code=J01EB&showdescription=no
J01EB08,sulfathiourea,6,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01EB&showdescription=no
J01EB20,combinations,,,,,https://www.whocc.no/atc_ddd_index/?code=J01EB&showdescription=no
J01EC01,sulfamethoxazole,2,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01EC&showdescription=no
J01EC02,sulfadiazine,0.6,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01EC&showdescription=no
J01EC03,sulfamoxole,1,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01EC&showdescription=no
J01EC03,,1,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01EC&showdescription=no
J01EC20,combinations,,,,,https://www.whocc.no/atc_ddd_index/?code=J01EC&showdescription=no
J01ED01,sulfadimethoxine,0.5,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01ED&showdescription=no
J01ED02,sulfalene,0.1,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01ED&showdescription=no
J01ED03,sulfametomidine,,,,,https://www.whocc.no/atc_ddd_index/?code=J01ED&showdescription=no
J01ED04,sulfametoxydiazine,0.5,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01ED&showdescription=no
J01ED05,sulfamethoxypyridazine,0.5,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01ED&showdescription=no
J01ED06,sulfaperin,0.5,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01ED&showdescription=no
J01ED07,sulfamerazine,3,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01ED&showdescription=no
J01ED08,sulfaphenazole,1,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01ED&showdescription=no
J01ED09,sulfamazone,1.5,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01ED&showdescription=no
J01ED09,,1.5,g,R,,https://www.whocc.no/atc_ddd_index/?code=J01ED&showdescription=no
J01ED20,combinations,,,,,https://www.whocc.no/atc_ddd_index/?code=J01ED&showdescription=no
J01EE01,sulfamethoxazole and trimethoprim,,,,,https://www.whocc.no/atc_ddd_index/?code=J01EE&showdescription=no
J01EE02,sulfadiazine and trimethoprim,,,,,https://www.whocc.no/atc_ddd_index/?code=J01EE&showdescription=no
J01EE03,sulfametrole and trimethoprim,,,,,https://www.whocc.no/atc_ddd_index/?code=J01EE&showdescription=no
J01EE04,sulfamoxole and trimethoprim,,,,,https://www.whocc.no/atc_ddd_index/?code=J01EE&showdescription=no
J01EE05,sulfadimidine and trimethoprim,,,,,https://www.whocc.no/atc_ddd_index/?code=J01EE&showdescription=no
J01EE06,sulfadiazine and tetroxoprim,,,,,https://www.whocc.no/atc_ddd_index/?code=J01EE&showdescription=no
J01EE07,sulfamerazine and trimethoprim,,,,,https://www.whocc.no/atc_ddd_index/?code=J01EE&showdescription=no
J01FA01,erythromycin,1,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01FA&showdescription=no
J01FA01,,2,g,O,erythromycin ethylsuccinate tablets,https://www.whocc.no/atc_ddd_index/?code=J01FA&showdescription=no
J01FA01,,1,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01FA&showdescription=no
J01FA02,spiramycin,3,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01FA&showdescription=no
J01FA03,midecamycin,1.2,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01FA&showdescription=no
J01FA03,,1,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01FA&showdescription=no
J01FA05,oleandomycin,1,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01FA&showdescription=no
J01FA06,roxithromycin,0.3,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01FA&showdescription=no
J01FA07,josamycin,2,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01FA&showdescription=no
J01FA08,troleandomycin,1,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01FA&showdescription=no
J01FA09,clarithromycin,0.5,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01FA&showdescription=no
J01FA09,,1,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01FA&showdescription=no
J01FA10,azithromycin,0.3,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01FA&showdescription=no
J01FA10,,0.5,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01FA&showdescription=no
J01FA11,miocamycin,1.2,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01FA&showdescription=no
J01FA12,rokitamycin,0.8,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01FA&showdescription=no
J01FA13,dirithromycin,0.5,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01FA&showdescription=no
J01FA14,flurithromycin,0.75,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01FA&showdescription=no
J01FA15,telithromycin,0.8,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01FA&showdescription=no
J01FA16,solithromycin,,,,,https://www.whocc.no/atc_ddd_index/?code=J01FA&showdescription=no
J01FF01,clindamycin,1.2,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01FF&showdescription=no
J01FF01,,1.8,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01FF&showdescription=no
J01FF02,lincomycin,1.8,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01FF&showdescription=no
J01FF02,,1.8,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01FF&showdescription=no
J01FG01,pristinamycin,2,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01FG&showdescription=no
J01FG02,quinupristin/dalfopristin,1.5,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01FG&showdescription=no
J01GA01,streptomycin,1,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01GA&showdescription=no
J01GA02,streptoduocin,1,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01GA&showdescription=no
J01GB01,tobramycin,0.112,g,Inhal.powder,,https://www.whocc.no/atc_ddd_index/?code=J01GB&showdescription=no
J01GB01,,0.3,g,Inhal.solution,,https://www.whocc.no/atc_ddd_index/?code=J01GB&showdescription=no
J01GB01,,0.24,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01GB&showdescription=no
J01GB03,gentamicin,0.24,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01GB&showdescription=no
J01GB04,kanamycin,1,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01GB&showdescription=no
J01GB05,neomycin,1,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01GB&showdescription=no
J01GB06,amikacin,0.59,g,Inhal.solution,,https://www.whocc.no/atc_ddd_index/?code=J01GB&showdescription=no
J01GB06,,1,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01GB&showdescription=no
J01GB07,netilmicin,0.35,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01GB&showdescription=no
J01GB07,,0.35,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01GB&showdescription=no
J01GB08,sisomicin,0.24,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01GB&showdescription=no
J01GB09,dibekacin,0.14,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01GB&showdescription=no
J01GB10,ribostamycin,1,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01GB&showdescription=no
J01GB11,isepamicin,0.4,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01GB&showdescription=no
J01GB12,arbekacin,0.2,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01GB&showdescription=no
J01GB13,bekanamycin,0.6,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01GB&showdescription=no
J01GB14,plazomicin,,,,,https://www.whocc.no/atc_ddd_index/?code=J01GB&showdescription=no
J01MA01,ofloxacin,0.4,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01MA&showdescription=no
J01MA01,,0.4,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01MA&showdescription=no
J01MA02,ciprofloxacin,1,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01MA&showdescription=no
J01MA02,,0.8,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01MA&showdescription=no
J01MA03,pefloxacin,0.8,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01MA&showdescription=no
J01MA03,,0.8,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01MA&showdescription=no
J01MA04,enoxacin,0.8,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01MA&showdescription=no
J01MA05,temafloxacin,0.8,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01MA&showdescription=no
J01MA06,norfloxacin,0.8,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01MA&showdescription=no
